link_to_code,created_on,shortname,long_common_name,component,prop,time,system,scale,method,loinc
https://loinc.org/94590-7,2020-03-31,Oncologic chrom analy Tiss MPSeq,Oncologic chromosome analysis in Tissue by Mate pair sequencing,Oncologic chromosome analysis,Find,Pt,Tiss,Doc,Mate pair sequencing,94590-7
https://loinc.org/94572-5,2020-03-28,Alloisoleucine DBS-sCnc,Alloisoleucine [Moles/volume] in DBS,Alloisoleucine,SCnc,Pt,Bld.dot,Qn,,94572-5
https://loinc.org/94570-9,2020-03-28,Alloisoleucine p diet SerPl-sCnc,Alloisoleucine [Moles/volume] in Serum or Plasma --post therapeutic diet,Alloisoleucine^post therapeutic diet,SCnc,Pt,Ser/Plas,Qn,,94570-9
https://loinc.org/94571-7,2020-03-28,Branched chain aa Pnl DBS,Branched chain amino acid panel - DBS,Branched chain amino acid panel,-,Pt,Bld.dot,Qn,,94571-7
https://loinc.org/94579-0,2020-03-28,Clot strength AA induced LenFr Bld Calc,Clot strength AA induced [Length fraction] in Blood by calculation,Clot strength.arachidonic acid induced,LenFr,Pt,Bld,Qn,Calculated,94579-0
https://loinc.org/94578-2,2020-03-28,Clot strength TXA2-R inhib LenFr Bld Cal,Clot strength TXA2 receptor inhibited [Length fraction] in Blood by calculation,Clot strength.platelet thromboxane A2 receptor inhibited,LenFr,Pt,Bld,Qn,Calculated,94578-2
https://loinc.org/94575-8,2020-03-28,Heavy Met Pnl 24h Ur,Heavy metals panel - 24 hour Urine,Heavy metals panel,-,24H,Urine,-,,94575-8
https://loinc.org/94574-1,2020-03-28,Heavy Met Pnl Nail,Heavy metals panel - Nail,Heavy metals panel,-,Pt,Nail,-,,94574-1
https://loinc.org/94585-7,2020-03-28,HSV 1 + 2 + VZV DNA Pnl XXX NAA+non-prob,Herpes simplex virus 1 and 2 and Varicella zoster virus DNA panel - Unspecified specimen by NAA with non-probe detection,Herpes simplex virus 1 & 2 & Varicella zoster virus DNA panel,-,Pt,XXX,-,Non-probe.amp.tar,94585-7
https://loinc.org/94580-8,2020-03-28,HSV 1+2 DNA Pnl XXX NAA+non-probe,Herpes simplex virus 1 and 2 DNA panel - Unspecified specimen by NAA with non-probe detection,Herpes simplex virus 1 & 2 DNA panel,-,Pt,XXX,-,Non-probe.amp.tar,94580-8
https://loinc.org/94583-2,2020-03-28,HSV 1+2 DNA Pnl CSF NAA+non-probe,Herpes simplex virus 1 and 2 DNA panel - Cerebral spinal fluid by NAA with non-probe detection,Herpes simplex virus 1 & 2 DNA panel,-,Pt,CSF,-,Non-probe.amp.tar,94583-2
https://loinc.org/94581-6,2020-03-28,HSV1 DNA XXX Ql NAA+non-probe,Herpes simplex virus 1 DNA [Presence] in Unspecified specimen by NAA with non-probe detection,Herpes simplex virus 1 DNA,PrThr,Pt,XXX,Ord,Non-probe.amp.tar,94581-6
https://loinc.org/94582-4,2020-03-28,HSV2 DNA XXX Ql NAA+non-probe,Herpes simplex virus 2 DNA [Presence] in Unspecified specimen by NAA with non-probe detection,Herpes simplex virus 2 DNA,PrThr,Pt,XXX,Ord,Non-probe.amp.tar,94582-4
https://loinc.org/94568-3,2020-03-28,Isoleucine p diet SerPl-sCnc,Isoleucine [Moles/volume] in Serum or Plasma --post therapeutic diet,Isoleucine^post therapeutic diet,SCnc,Pt,Ser/Plas,Qn,,94568-3
https://loinc.org/94569-1,2020-03-28,Leucine p diet SerPl-sCnc,Leucine [Moles/volume] in Serum or Plasma --post therapeutic diet,Leucine^post therapeutic diet,SCnc,Pt,Ser/Plas,Qn,,94569-1
https://loinc.org/94566-7,2020-03-28,MSUD therapy monitor Pnl SerPl,Maple syrup urine disease therapy monitoring panel - Serum or Plasma,Maple syrup urine disease therapy monitoring panel,-,Pt,Ser/Plas,Qn,,94566-7
https://loinc.org/94577-4,2020-03-28,MA AA Bld Res TEG,Maximum amplitude AA induced [Length] in Blood by Resonance TEG,Maximum clot strength amplitude.arachidonic acid induced,Len,Pt,Bld,Qn,Thromboelastography.resonance,94577-4
https://loinc.org/94576-6,2020-03-28,MTB complex sp Islt NAA+probe,Mycobacterium tuberculosis complex species identified in Isolate by NAA with probe detection,Mycobacterium tuberculosis complex species identified,Prid,Pt,Isolate,Nom,Probe.amp.tar,94576-6
https://loinc.org/94573-3,2020-03-28,TYR NBS f/u + monitor Pnl DBS,Tyrosinemia newborn screening follow-up and therapeutic monitoring panel - DBS,Tyrosinemia newborn screening follow-up & therapeutic monitoring panel,-,Pt,Bld.dot,Qn,,94573-3
https://loinc.org/94567-5,2020-03-28,Valine p diet SerPl-sCnc,Valine [Moles/volume] in Serum or Plasma --post therapeutic diet,Valine^post therapeutic diet,SCnc,Pt,Ser/Plas,Qn,,94567-5
https://loinc.org/94584-0,2020-03-28,VZV DNA XXX Ql NAA+non-probe,Varicella zoster virus DNA [Presence] in Unspecified specimen by NAA with non-probe detection,Varicella zoster virus DNA,PrThr,Pt,XXX,Ord,Non-probe.amp.tar,94584-0
https://loinc.org/94560-0,2020-03-25,Diabetes risk Score Calc,Diabetes risk [Score] Calculated,Diabetes risk,Score,Pt,^Patient,Qn,Calculated,94560-0
https://loinc.org/94561-8,2020-03-25,Risk calc method,Risk calculation method used,Risk calculation method used,Type,Pt,^Patient,Nom,*,94561-8
https://loinc.org/94556-8,2020-03-19,dRVVT confirm p DOAC neut PPP,dRVVT excess phospholipid in Platelet poor plasma by Coagulation assay --post DOAC neutralization,Coagulation dilute Russell viper venom induced.excess phospholipid^post DOAC neutralization,Time,Pt,PPP,Qn,Coag,94556-8
https://loinc.org/94555-0,2020-03-19,dRVVT/dRVVT cfm p DOAC neut PPP-Rto,dRVVT/dRVVT.excess phospholipid [Ratio] in Platelet poor plasma by Coagulation assay --post DOAC neutralization,Coagulation dilute Russell viper venom induced/Coagulation dilute Russell viper venom induced.excess phospholipid^post DOAC neutralization,Ratio,Pt,PPP,Qn,Coag,94555-0
https://loinc.org/94557-6,2020-03-19,dRVVT p DOAC neut PPP,dRVVT in Platelet poor plasma by Coagulation assay --post DOAC neutralization,Coagulation dilute Russell viper venom induced^post DOAC neutralization,Time,Pt,PPP,Qn,Coag,94557-6
https://loinc.org/94554-3,2020-03-19,sCD14-ST SerPlBld IA-mCnc,"Soluble CD14 subtype [Mass/volume] in Serum, Plasma or Blood by Immunoassay",Soluble CD14 subtype,MCnc,Pt,Ser/Plas/Bld,Qn,IA,94554-3
https://loinc.org/94550-1,2020-03-16,Hexa-CP I 24h Stl-mRate,Hexacarboxylporphyrin I [Mass/time] in 24 hour Stool,Hexacarboxylporphyrin I,MRat,24H,Stool,Qn,,94550-1
https://loinc.org/94551-9,2020-03-16,Hexa-CPr3 24h Stl-mRate,Hexacarboxylporphyrin III [Mass/time] in 24 hour Stool,Hexacarboxylporphyrin III,MRat,24H,Stool,Qn,,94551-9
https://loinc.org/94549-3,2020-03-16,Isohepta-CP 24h Stl-mRate,Isoheptacarboxylporphyrin [Mass/time] in 24 hour Stool,Isoheptacarboxylporphyrin,MRat,24H,Stool,Qn,,94549-3
https://loinc.org/94552-7,2020-03-16,Isohexa-CP 24h Stl-mRate,Isohexacarboxylporphyrin [Mass/time] in 24 hour Stool,Isohexacarboxylporphyrin,MRat,24H,Stool,Qn,,94552-7
https://loinc.org/94553-5,2020-03-16,Isopenta-CP 24h Stl-mRate,Isopentacarboxylporphyrin [Mass/time] in 24 hour Stool,Isopentacarboxylporphyrin,MRat,24H,Stool,Qn,,94553-5
https://loinc.org/94548-5,2020-03-16,Porphyrin Fract Pnl 24h Stl-mRate,Porphyrin fractions panel [Mass/time] - 24 hour Stool,Porphyrin fractions panel,MRat,24H,Stool,Qn,,94548-5
https://loinc.org/94544-4,2020-03-11,Exp source 30D prior onset,Exposure source in 30 days prior to onset of illness,Exposure source in 30D prior to onset of illness,Type,Pt,^Patient,Nom,,94544-4
https://loinc.org/94545-1,2020-03-11,Household contacts,Household contacts [#],Household contacts,Num,Pt,^Patient,Qn,,94545-1
https://loinc.org/94542-8,2020-03-11,Leprosy Patient,Leprosy [Type],Leprosy,Type,Pt,^Patient,Nom,,94542-8
https://loinc.org/94543-6,2020-03-11,Acid fast Stn Skin,Microscopic observation [Identifier] in Skin by Acid fast stain,Microscopic observation,Prid,Pt,Skin,Nom,Acid fast stain,94543-6
https://loinc.org/94546-9,2020-03-11,Rel to ind w conf/susp ill,Relationship to individual with confirmed or suspected illness,Relationship to individual with confirmed or suspected illness,Type,Pt,^Patient,Nom,,94546-9
https://loinc.org/94538-6,2020-03-10,Hgb HPLC + electrophoresis Pnl Bld,Hemoglobin HPLC and electrophoresis panel - Blood,Hemoglobin HPLC & electrophoresis panel,-,Pt,Bld,-,,94538-6
https://loinc.org/94537-8,2020-03-10,Hgb Pnl Bld HPLC,Hemoglobin panel - Blood by HPLC,Hemoglobin panel,-,Pt,Bld,-,HPLC,94537-8
https://loinc.org/94539-4,2020-03-10,HAV IgM + total Pnl SerPl,Hepatitis A virus IgM and total panel - Serum or Plasma Qualitative,Hepatitis A virus Ab.IgM & total panel,-,Pt,Ser/Plas,Ord,,94539-4
https://loinc.org/94541-0,2020-03-10,Mycobacterial ID Pnl XXX,Mycobacterial identification panel - Unspecified specimen by Molecular genetics method,Mycobacterial identification panel,-,Pt,XXX,-,Molgen,94541-0
https://loinc.org/94540-2,2020-03-10,Mycobacterial stain + cx Pnl XXX,Mycobacterial stain and culture panel - Unspecified specimen,Mycobacterial stain & culture panel,-,Pt,XXX,-,,94540-2
https://loinc.org/94536-0,2020-03-10,Hair Color,Natural color of Hair,Natural color,Type,Pt,Hair,Nom,,94536-0
https://loinc.org/94535-2,2020-03-10,Skin tone,Skin tone,Skin tone,Type,Pt,Skin,Nom,,94535-2
https://loinc.org/94528-7,2020-03-09,Thromboemb Consult note,Thromboembolism Consult note,Consultation note,Find,Pt,{Setting},Doc,Thromboembolism,94528-7
https://loinc.org/94523-8,2020-03-09,Orthotics prosthetics Discharge sum,Orthotics prosthetics Discharge summary,Discharge summary note,Find,Pt,{Setting},Doc,Orthotics prosthetics,94523-8
https://loinc.org/94522-0,2020-03-09,Immunology Discharge sum,Immunology Discharge summary,Discharge summary note,Find,Pt,{Setting},Doc,Immunology,94522-0
https://loinc.org/94521-2,2020-03-09,Endocrinology Discharge sum,Endocrinology Discharge summary,Discharge summary note,Find,Pt,{Setting},Doc,Endocrinology,94521-2
https://loinc.org/94520-4,2020-03-09,Gastroenterology Discharge sum,Gastroenterology Discharge summary,Discharge summary note,Find,Pt,{Setting},Doc,Gastroenterology,94520-4
https://loinc.org/94519-6,2020-03-09,Dermatology Discharge sum,Dermatology Discharge summary,Discharge summary note,Find,Pt,{Setting},Doc,Dermatology,94519-6
https://loinc.org/94516-2,2020-03-09,Audiology Discharge sum,Audiology Discharge summary,Discharge summary note,Find,Pt,{Setting},Doc,Audiology,94516-2
https://loinc.org/94515-4,2020-03-09,Anesthesiology Discharge sum,Anesthesiology Discharge summary,Discharge summary note,Find,Pt,{Setting},Doc,Anesthesiology,94515-4
https://loinc.org/94524-6,2020-03-09,IR Discharge sum,Interventional radiology Discharge summary,Discharge summary note,Find,Pt,{Setting},Doc,Interventional radiology,94524-6
https://loinc.org/94517-0,2020-03-09,Electrophysiology Discharge sum,Clinical cardiac electrophysiology Discharge summary,Discharge summary note,Find,Pt,{Setting},Doc,Clinical cardiac electrophysiology,94517-0
https://loinc.org/94526-1,2020-03-09,Pulmonary disease Discharge sum,Pulmonary Discharge summary,Discharge summary note,Find,Pt,{Setting},Doc,Pulmonary disease,94526-1
https://loinc.org/94525-3,2020-03-09,Infectious disease Discharge sum,Infectious disease Discharge summary,Discharge summary note,Find,Pt,{Setting},Doc,Infectious disease,94525-3
https://loinc.org/94529-5,2020-03-09,WOC Discharge sum,"Wound, Ostomy, and Continence Care Discharge summary",Discharge summary note,Find,Pt,{Setting},Doc,"Wound, ostomy, and continence care",94529-5
https://loinc.org/94527-9,2020-03-09,Trauma Discharge sum,Trauma Discharge summary,Discharge summary note,Find,Pt,{Setting},Doc,Trauma,94527-9
https://loinc.org/94530-3,2020-03-09,Thromboemb Discharge sum,Thromboembolism Discharge summary,Discharge summary note,Find,Pt,{Setting},Doc,Thromboembolism,94530-3
https://loinc.org/94518-8,2020-03-09,Electrophysiology Progress note,Clinical cardiac electrophysiology Progress note,Progress note,Find,Pt,{Setting},Doc,Clinical cardiac electrophysiology,94518-8
https://loinc.org/94512-1,2020-03-09,SA + MRSA Islt/Spm NAA+probe,Staphylococcus aureus and Methicillin Resistant Staphylococcus aureus identified in Isolate or Specimen by NAA with probe detection,Staphylococcus aureus & Staphylococcus aureus.methicillin resistant identified,Prid,Pt,Isolate/Specimen,Nom,Probe.amp.tar,94512-1
https://loinc.org/94488-4,2020-03-08,Acid A-Glucosidase WBC Cfm-cCnt,Acid alpha glucosidase [Enzymatic activity/mass] in Leukocytes by Confirmatory method,Acid alpha glucosidase,CCnt,Pt,WBC,Qn,Confirm,94488-4
https://loinc.org/94493-4,2020-03-08,Celiac IgA + HLA + Sero Bld/T,Celiac disease IgA and HLA typing and serology panel - Blood or Tissue,Celiac disease IgA & HLA typing & serology panel,-,Pt,Bld/Tiss,-,,94493-4
https://loinc.org/94494-2,2020-03-08,Celiac disease serology panel Ser,Celiac disease serology panel - Serum,Celiac disease serology panel,-,Pt,Ser,-,,94494-2
https://loinc.org/94496-7,2020-03-08,Cell susp Vol Spec,Cell suspension [Volume] of Specimen,Cell suspension,Vol,Pt,Specimen,Qn,,94496-7
https://loinc.org/94487-6,2020-03-08,GALC WBC Cfm-cCnt,Galactosylceramidase [Enzymatic activity/mass] in Leukocytes by Confirmatory method,Galactosylceramidase,CCnt,Pt,WBC,Qn,Confirm,94487-6
https://loinc.org/94495-9,2020-03-08,HLA-DQA1,HLA-DQA1 [Type],HLA-DQA1,Type,Pt,Bld/Tiss,Nom,,94495-9
https://loinc.org/94492-6,2020-03-08,HLA-DQA1 + HLA-DQB1 typing Pnl Bld/T,HLA-DQA1 and HLA-DQB1 typing panel - Blood or Tissue by Molecular genetics method,HLA-DQA1 & HLA-DQB1 typing panel,-,Pt,Bld/Tiss,-,Molgen,94492-6
https://loinc.org/94489-2,2020-03-08,LSD pnl WBC,Lysosomal storage disorders panel - Leukocytes,Lysosomal storage disorders panel,-,Pt,WBC,Qn,,94489-2
https://loinc.org/94497-5,2020-03-08,Packed RBC Vol Spec,Packed erythrocytes [Volume] of Specimen,Packed erythrocytes,Vol,Pt,Specimen,Qn,,94497-5
https://loinc.org/94490-0,2020-03-08,Protoporphyrin fract Pnl RBC,Protoporphyrin fractions panel - Red Blood Cells,Protoporphyrin fractions panel,-,Pt,RBC,Qn,,94490-0
https://loinc.org/94491-8,2020-03-08,FEP RBC-mCnc,Protoporphyrin Free [Mass/volume] in Red Blood Cells,Protoporphyrin.free,MCnc,Pt,RBC,Qn,,94491-8
https://loinc.org/94478-5,2020-03-05,B pert.PT prom reg Lower Resp Ql NAA+non,Bordetella pertussis.pertussis toxin promoter region [Presence] in Lower respiratory specimen by NAA with non-probe detection,Bordetella pertussis.pertussis toxin promoter region,PrThr,Pt,Respiratory.lower,Ord,Non-probe.amp.tar,94478-5
https://loinc.org/94477-7,2020-03-05,B burgdor 49736 IgG bands Bld IB,Borrelia burgdorferi 49736 IgG bands [#] in Blood by Immunoblot,Borrelia burgdorferi 49736 Ab.IgG bands,Num,Pt,Bld,Qn,IB,94477-7
https://loinc.org/94475-1,2020-03-05,B burgdor IgA+IgG+IgM CSF-Imp,Borrelia burgdorferi IgA and IgG and IgM [Interpretation] in Cerebral spinal fluid,Borrelia burgdorferi Ab.IgA & IgG & IgM,Imp,Pt,CSF,Nom,,94475-1
https://loinc.org/94476-9,2020-03-05,B burgdor G39/40 IgG bands Bld IB,Borrelia burgdorferi G39/40 IgG bands [#] in Blood by Immunoblot,Borrelia burgdorferi G39_40 Ab.IgG bands,Num,Pt,Bld,Qn,IB,94476-9
https://loinc.org/94479-3,2020-03-05,HCoV 229E RNA Lower Resp Ql NAA+non-prob,Human coronavirus 229E RNA [Presence] in Lower respiratory specimen by NAA with non-probe detection,Human coronavirus 229E RNA,PrThr,Pt,Respiratory.lower,Ord,Non-probe.amp.tar,94479-3
https://loinc.org/94480-1,2020-03-05,HCoV HKU1 RNA Lower Resp Ql NAA+non-prob,Human coronavirus HKU1 RNA [Presence] in Lower respiratory specimen by NAA with non-probe detection,Human coronavirus HKU1 RNA,PrThr,Pt,Respiratory.lower,Ord,Non-probe.amp.tar,94480-1
https://loinc.org/94481-9,2020-03-05,HCoV NL63 RNA Lower Resp Ql NAA+non-prob,Human coronavirus NL63 RNA [Presence] in Lower respiratory specimen by NAA with non-probe detection,Human coronavirus NL63 RNA,PrThr,Pt,Respiratory.lower,Ord,Non-probe.amp.tar,94481-9
https://loinc.org/94482-7,2020-03-05,HCoV OC43 RNA Lower Resp Ql NAA+non-prob,Human coronavirus OC43 RNA [Presence] in Lower respiratory specimen by NAA with non-probe detection,Human coronavirus OC43 RNA,PrThr,Pt,Respiratory.lower,Ord,Non-probe.amp.tar,94482-7
https://loinc.org/94483-5,2020-03-05,HPIV1 RNA Lower Resp Ql NAA+non-probe,Parainfluenza virus 1 RNA [Presence] in Lower respiratory specimen by NAA with non-probe detection,Parainfluenza virus 1 RNA,PrThr,Pt,Respiratory.lower,Ord,Non-probe.amp.tar,94483-5
https://loinc.org/94484-3,2020-03-05,HPIV2 RNA Lower Resp Ql NAA+non-probe,Parainfluenza virus 2 RNA [Presence] in Lower respiratory specimen by NAA with non-probe detection,Parainfluenza virus 2 RNA,PrThr,Pt,Respiratory.lower,Ord,Non-probe.amp.tar,94484-3
https://loinc.org/94485-0,2020-03-05,HPIV3 RNA Lower Resp Ql NAA+non-probe,Parainfluenza virus 3 RNA [Presence] in Lower respiratory specimen by NAA with non-probe detection,Parainfluenza virus 3 RNA,PrThr,Pt,Respiratory.lower,Ord,Non-probe.amp.tar,94485-0
https://loinc.org/94486-8,2020-03-05,HPIV4 RNA Lower Resp Ql NAA+non-probe,Parainfluenza virus 4 RNA [Presence] in Lower respiratory specimen by NAA with non-probe detection,Parainfluenza virus 4 RNA,PrThr,Pt,Respiratory.lower,Ord,Non-probe.amp.tar,94486-8
https://loinc.org/94470-2,2020-03-05,VEGFA Mut Anl Bld/T,VEGFA gene targeted mutation analysis in Blood or Tissue by Molecular genetics method,VEGFA gene targeted mutation analysis,Find,Pt,Bld/Tiss,Doc,Molgen,94470-2
https://loinc.org/94471-0,2020-03-05,VEGFA c.-1154A>G Geno Bld/T,VEGFA gene c.-1154A>G [Genotype] in Blood or Tissue by Molecular genetics method Nominal,VEGFA gene.c.-1154A>G,Geno,Pt,Bld/Tiss,Nom,Molgen,94471-0
https://loinc.org/94472-8,2020-03-05,VEGFA c.-1498C>G + C>T Geno Bld/T,VEGFA gene c.-1498C>G and c.-1498C>T [Genotype] in Blood or Tissue by Molecular genetics method Nominal,VEGFA gene.c.-1498C>G & c.-1498C>T,Geno,Pt,Bld/Tiss,Nom,Molgen,94472-8
https://loinc.org/94473-6,2020-03-05,VEGFA c.-2578A>C + A>T Geno Bld/T,VEGFA gene c.-2578A>C and c.-2578A>T [Genotype] in Blood or Tissue by Molecular genetics method Nominal,VEGFA gene.c.-2578A>C & c.-2578A>T,Geno,Pt,Bld/Tiss,Nom,Molgen,94473-6
https://loinc.org/94474-4,2020-03-05,VEGFA c.-634C>G Geno Bld/T,VEGFA gene c.-634C>G [Genotype] in Blood or Tissue by Molecular genetics method Nominal,VEGFA gene.c.-634C>G,Geno,Pt,Bld/Tiss,Nom,Molgen,94474-4
https://loinc.org/94469-4,2020-03-04,F2 20210G>A + F5 1691G>A Pnl Bld/T,F2 gene.c.20210G>A and c.1691G>A panel - Blood or Tissue by Molecular genetics method,F2 gene.c.20210G>A & F5 gene.c.1691G>A panel,-,Pt,Bld/Tiss,-,Molgen,94469-4
https://loinc.org/94460-3,2020-03-02,Navigator Conf eval note,Healthcare navigator Conference note,Conference note,Find,Pt,{Setting},Doc,Healthcare navigator,94460-3
https://loinc.org/94463-7,2020-03-02,BM Transplant Consult note,Bone Marrow Transplant Consult note,Consultation note,Find,Pt,{Setting},Doc,Bone marrow transplant,94463-7
https://loinc.org/94461-1,2020-03-02,Solid Org Transplant Consult note,Solid Organ Transplant Consult note,Consultation note,Find,Pt,{Setting},Doc,Solid organ transplant,94461-1
https://loinc.org/94462-9,2020-03-02,Cardiology ICU Consult note,Cardiology Intensive care unit Consult note,Consultation note,Find,Pt,Intensive care unit,Doc,Cardiovascular disease,94462-9
https://loinc.org/94465-2,2020-03-02,BM Transplant Discharge sum,Bone Marrow Transplant Discharge summary,Discharge summary note,Find,Pt,{Setting},Doc,Bone marrow transplant,94465-2
https://loinc.org/94464-5,2020-03-02,Solid Org Transplant Discharge sum,Solid Organ Transplant Discharge summary,Discharge summary note,Find,Pt,{Setting},Doc,Solid organ transplant,94464-5
https://loinc.org/94466-0,2020-03-02,Solid Org Transplant Progress note,Solid Organ Transplant Progress note,Progress note,Find,Pt,{Setting},Doc,Solid organ transplant,94466-0
https://loinc.org/94468-6,2020-03-02,BM Transplant Progress note,Bone Marrow Transplant Progress note,Progress note,Find,Pt,{Setting},Doc,Bone marrow transplant,94468-6
https://loinc.org/94467-8,2020-03-02,Cardiology ICU Progress note,Cardiology Intensive care unit Progress note,Progress note,Find,Pt,Intensive care unit,Doc,Cardiovascular disease,94467-8
https://loinc.org/94459-5,2020-02-25,Date treatment prescribed,Date treatment prescribed,Date treatment prescribed,Date,Pt,^Patient,Qn,,94459-5
https://loinc.org/94454-6,2020-02-24,Arsenite Ur-mCnc,Arsenite [Mass/volume] in Urine,Arsenite,MCnc,Pt,Urine,Qn,,94454-6
https://loinc.org/94455-3,2020-02-24,Arsenobetaine Ur-mCnc,Arsenobetaine [Mass/volume] in Urine,Arsenobetaine,MCnc,Pt,Urine,Qn,,94455-3
https://loinc.org/94456-1,2020-02-24,Arsenocholine Ur-mCnc,Arsenocholine [Mass/volume] in Urine,Arsenocholine,MCnc,Pt,Urine,Qn,,94456-1
https://loinc.org/94457-9,2020-02-24,Dimethylarsinate Ur-mCnc,Dimethylarsinate [Mass/volume] in Urine,Dimethylarsinate,MCnc,Pt,Urine,Qn,,94457-9
https://loinc.org/94458-7,2020-02-24,MMA Ur-mCnc,Monomethylarsonate [Mass/volume] in Urine,Monomethylarsonate,MCnc,Pt,Urine,Qn,,94458-7
https://loinc.org/94431-4,2020-02-21,Dilution factor Titr SerPl,Dilution factor [Titer] in Serum or Plasma,Dilution factor,Titr,Pt,Ser/Plas,Qn,,94431-4
https://loinc.org/94428-0,2020-02-21,HLA class I + II IgG Pnl SerPl FC,HLA class I and II IgG panel - Serum or Plasma by Flow cytometry (FC),HLA class I & II Ab.IgG panel,-,Pt,Ser/Plas,-,Flow cytometry,94428-0
https://loinc.org/94441-3,2020-02-21,HLA-A+B+C (class I) IgG SerPl FC,HLA-A and B and C (class I) IgG Ab [Identifier] in Serum or Plasma by Flow cytometry (FC),HLA-A & B & C (class I) Ab.IgG,Prid,Pt,Ser/Plas,Nom,Flow cytometry,94441-3
https://loinc.org/94449-6,2020-02-21,HLA class I Ab.IgG high risk SerPl FC,HLA-A and B and C (class I) IgG high risk [Identifier] in Serum or Plasma by Flow cytometry (FC),HLA-A & B & C (class I) Ab.IgG high risk,Prid,Pt,Ser/Plas,Nom,Flow cytometry,94449-6
https://loinc.org/94450-4,2020-02-21,HLA class I Ab.IgG med risk SerPl FC,HLA-A and B and C (class I) IgG intermediate risk [Identifier] in Serum or Plasma by Flow cytometry (FC),HLA-A & B & C (class I) Ab.IgG intermediate risk,Prid,Pt,Ser/Plas,Nom,Flow cytometry,94450-4
https://loinc.org/94430-6,2020-02-21,HLA class I Ab.IgG low risk SerPl FC,HLA-A and B and C (class I) IgG low risk [Identifier] in Serum or Plasma by Flow cytometry (FC),HLA-A & B & C (class I) Ab.IgG low risk,Prid,Pt,Ser/Plas,Nom,Flow cytometry,94430-6
https://loinc.org/94446-2,2020-02-21,HLA-A + B + C (class I) IgG Pnl SerPl FC,HLA-A and B and C (class I) IgG panel - Serum or Plasma by Flow cytometry (FC),HLA-A & B & C (class I) Ab.IgG panel,-,Pt,Ser/Plas,-,Flow cytometry,94446-2
https://loinc.org/94442-1,2020-02-21,HLA class I Ab.IgG prozone SerPl FC,HLA-A and B and C (class I) IgG with prozone effect [Identifier] in Serum or Plasma by Flow cytometry (FC),HLA-A & B & C (class I) Ab.IgG with prozone effect,Prid,Pt,Ser/Plas,Nom,Flow cytometry,94442-1
https://loinc.org/94445-4,2020-02-21,HLA-A IgG SerPl FC,HLA-A IgG Ab [Identifier] in Serum or Plasma by Flow cytometry (FC),HLA-A Ab.IgG,Prid,Pt,Ser/Plas,Nom,Flow cytometry,94445-4
https://loinc.org/94444-7,2020-02-21,HLA-B IgG SerPl FC,HLA-B IgG Ab [Identifier] in Serum or Plasma by Flow cytometry (FC),HLA-B Ab.IgG,Prid,Pt,Ser/Plas,Nom,Flow cytometry,94444-7
https://loinc.org/94443-9,2020-02-21,HLA-C IgG SerPl FC,HLA-C IgG Ab [Identifier] in Serum or Plasma by Flow cytometry (FC),HLA-C Ab.IgG,Prid,Pt,Ser/Plas,Nom,Flow cytometry,94443-9
https://loinc.org/94432-2,2020-02-21,HLA-DP+DQ+DR (class II) IgG SerPl FC,HLA-DP and DQ and DR (class II) IgG Ab [Identifier] in Serum or Plasma by Flow cytometry (FC),HLA-DP & DQ & DR (class II) Ab.IgG,Prid,Pt,Ser/Plas,Nom,Flow cytometry,94432-2
https://loinc.org/94447-0,2020-02-21,HLA class II Ab.IgG high risk SerPl FC,HLA-DP and DQ and DR (class II) IgG high risk [Identifier] in Serum or Plasma by Flow cytometry (FC),HLA-DP & DQ & DR (class II) Ab.IgG high risk,Prid,Pt,Ser/Plas,Nom,Flow cytometry,94447-0
https://loinc.org/94448-8,2020-02-21,HLA class II Ab.IgG med risk SerPl FC,HLA-DP and DQ and DR (class II) IgG intermediate risk [Identifier] in Serum or Plasma by Flow cytometry (FC),HLA-DP & DQ & DR (class II) Ab.IgG intermediate risk,Prid,Pt,Ser/Plas,Nom,Flow cytometry,94448-8
https://loinc.org/94429-8,2020-02-21,HLA class II Ab.IgG low risk SerPl FC,HLA-DP and DQ and DR (class II) IgG low risk [Identifier] in Serum or Plasma by Flow cytometry (FC),HLA-DP & DQ & DR (class II) Ab.IgG low risk,Prid,Pt,Ser/Plas,Nom,Flow cytometry,94429-8
https://loinc.org/94440-5,2020-02-21,HLA-DP + DQ + DR (class II) IgG Pnl SerP,HLA-DP and DQ and DR (class II) IgG panel - Serum or Plasma by Flow cytometry (FC),HLA-DP & DQ & DR (class II) Ab.IgG panel,-,Pt,Ser/Plas,-,Flow cytometry,94440-5
https://loinc.org/94433-0,2020-02-21,HLA classII Ab.IgG prozone SerPl FC,HLA-DP and DQ and DR (class II) IgG with prozone effect [Identifier] in Serum or Plasma by Flow cytometry (FC),HLA-DP & DQ & DR (class II) Ab.IgG with prozone effect,Prid,Pt,Ser/Plas,Nom,Flow cytometry,94433-0
https://loinc.org/94435-5,2020-02-21,HLA-DPA1 IgG SerPl FC,HLA-DPA1 IgG Ab [Identifier] in Serum or Plasma by Flow cytometry (FC),HLA-DPA1 Ab.IgG,Prid,Pt,Ser/Plas,Nom,Flow cytometry,94435-5
https://loinc.org/94434-8,2020-02-21,HLA-DPB1 IgG SerPl FC,HLA-DPB1 IgG Ab [Identifier] in Serum or Plasma by Flow cytometry (FC),HLA-DPB1 Ab.IgG,Prid,Pt,Ser/Plas,Nom,Flow cytometry,94434-8
