group,subgroup,codecat,codetype,code,caresettingprincipal,condinclusion,condfrom,condto,subcondinclusion,condlevel,subcondlevel,rawlabdatetype,rawlabresult
lybext_90,Secondaryandunspecifiedmaligna,DX,09,1969,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Secondarymalignantneoplasmofre,DX,09,197,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Secondarymalignantneoplasmoflu,DX,09,1970,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Secondarymalignantneoplasmofme,DX,09,1971,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Secondarymalignantneoplasmofpl,DX,09,1972,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Secondarymalignantneoplasmofot,DX,09,1973,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Secondarymalignantneoplasmofsm,DX,09,1974,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Secondarymalignantneoplasmofla,DX,09,1975,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Secondarymalignantneoplasmofre,DX,09,1976,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Secondarymalignantneoplasmofli,DX,09,1977,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Secondarymalignantneoplasmofot,DX,09,1978,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Secondarymalignantneoplasmofot,DX,09,198,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Secondarymalignantneoplasmofki,DX,09,1980,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Secondarymalignantneoplasmofot,DX,09,1981,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Secondarymalignantneoplasmofsk,DX,09,1982,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Secondarymalignantneoplasmofbr,DX,09,1983,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Secondarymalignantneoplasmofot,DX,09,1984,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Secondarymalignantneoplasmofbo,DX,09,1985,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Secondarymalignantneoplasmofov,DX,09,1986,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Secondarymalignantneoplasmofad,DX,09,1987,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Secondarymalignantneoplasmofot,DX,09,1988,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Disseminatedmalignantneoplasm,DX,09,1990,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Malignantneoplasmwithoutspecif,DX,09,199,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Othermalignantneoplasmofunspec,DX,09,1991,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Malignantneoplasmassociatedwit,DX,09,1992,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Lymphosarcomaandreticulosarcom,DX,09,200,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Reticulosarcoma,DX,09,2000,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Lymphosarcoma,DX,09,2001,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Burkitt'stumororlymphoma,DX,09,2002,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Marginalzonelymphoma,DX,09,2003,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Mantlecelllymphoma,DX,09,2004,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Primarycentralnervoussystemlym,DX,09,2005,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Anaplasticlargecelllymphoma,DX,09,2006,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Largecelllymphoma,DX,09,2007,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Othernamedvariantsoflymphosarc,DX,09,2008,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Hodgkin'sdisease,DX,09,201,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Hodgkin'sparagranuloma,DX,09,2010,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Hodgkin'sgranuloma,DX,09,2011,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Hodgkin'ssarcoma,DX,09,2012,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Hodgkin'sdiseaselymphocytichis,DX,09,2014,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Hodgkin'sdiseasenodularscleros,DX,09,2015,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Hodgkin'sdiseasemixedcellulari,DX,09,2016,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Hodgkin'sdiseaselymphocyticdep,DX,09,2017,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Hodgkin'sdiseaseunspecifiedtyp,DX,09,2019,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Nodularlymphoma,DX,09,2020,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Othermalignantneoplasmsoflymph,DX,09,202,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Mycosisfungoides,DX,09,2021,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Sezary'sdisease,DX,09,2022,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Malignanthistiocytosis,DX,09,2023,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Leukemicreticuloendotheliosis,DX,09,2024,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,LettererSiwedisease,DX,09,2025,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Malignantmastcelltumors,DX,09,2026,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,PeripheralTcelllymphoma,DX,09,2027,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Othermalignantlymphomas,DX,09,2028,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Otherandunspecifiedmalignantne,DX,09,2029,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Multiplemyeloma,DX,09,2030,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Multiplemyelomaandimmunoprolif,DX,09,203,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Plasmacellleukemia,DX,09,2031,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Otherimmunoproliferativeneopla,DX,09,2038,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Acutelymphoidleukemia,DX,09,2040,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Lymphoidleukemia,DX,09,204,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Chroniclymphoidleukemia,DX,09,2041,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Subacutelymphoidleukemia,DX,09,2042,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Otherlymphoidleukemia,DX,09,2048,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Unspecifiedlymphoidleukemia,DX,09,2049,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Acutemyeloidleukemia,DX,09,2050,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Myeloidleukemia,DX,09,205,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Chronicmyeloidleukemia,DX,09,2051,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Subacutemyeloidleukemia,DX,09,2052,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Myeloidsarcoma,DX,09,2053,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Othermyeloidleukemia,DX,09,2058,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Unspecifiedmyeloidleukemia,DX,09,2059,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Acutemonocyticleukemia,DX,09,2060,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Monocyticleukemia,DX,09,206,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Chronicmonocyticleukemia,DX,09,2061,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Subacutemonocyticleukemia,DX,09,2062,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Othermonocyticleukemia,DX,09,2068,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Unspecifiedmonocyticleukemia,DX,09,2069,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Acuteerythremiaanderythroleuke,DX,09,2070,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Otherspecifiedleukemia,DX,09,207,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Chronicerythremia,DX,09,2071,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Megakaryocyticleukemia,DX,09,2072,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Otherspecifiedleukemia,DX,09,2078,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Acuteleukemiaofunspecifiedcell,DX,09,2080,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Leukemiaofunspecifiedcelltype,DX,09,208,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Chronicleukemiaofunspecifiedce,DX,09,2081,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Subacuteleukemiaofunspecifiedc,DX,09,2082,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Otherleukemiaofunspecifiedcell,DX,09,2088,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Unspecifiedleukemia,DX,09,2089,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Radiotherapy,DX,09,V580,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Encounterforantineoplasticchem,DX,09,V581,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Encounterforantineoplasticchem,DX,09,V5811,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Encounterforantineoplasticimmu,DX,09,V5812,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Humanimmunodeficiencyvirus[HIV,DX,09,042,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Humanimmunodeficiencyvirustype,DX,09,07953,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Hypertensivechronickidneydisea,DX,09,403,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Hypertensivechronickidneydisea,DX,09,4031,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Hypertensivechronickidneydisea,DX,09,4039,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Hypertensiveheartandchronickid,DX,09,4040,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Hypertensiveheartandchronickid,DX,09,404,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Hypertensiveheartandchronickid,DX,09,40401,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Hypertensiveheartandchronickid,DX,09,40403,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Hypertensiveheartandchronickid,DX,09,4041,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Hypertensiveheartandchronickid,DX,09,40411,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Hypertensiveheartandchronickid,DX,09,40413,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Hypertensiveheartandchronickid,DX,09,4049,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Hypertensiveheartandchronickid,DX,09,40493,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Congestiveheartfailureunspecif,DX,09,4280,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Heartfailure,DX,09,428,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Leftheartfailure,DX,09,4281,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Systolicheartfailure,DX,09,4282,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Unspecifiedsystolicheartfailur,DX,09,42820,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Acutesystolicheartfailure,DX,09,42821,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Chronicsystolicheartfailure,DX,09,42822,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Acuteonchronicsystolicheartfai,DX,09,42823,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Diastolicheartfailure,DX,09,4283,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Unspecifieddiastolicheartfailu,DX,09,42830,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Acutediastolicheartfailure,DX,09,42831,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Chronicdiastolicheartfailure,DX,09,42832,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Acuteonchronicdiastolicheartfa,DX,09,42833,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Combinedsystolicanddiastoliche,DX,09,4284,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Unspecifiedcombinedsystolicand,DX,09,42840,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Acutecombinedsystolicanddiasto,DX,09,42841,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Chroniccombinedsystolicanddias,DX,09,42842,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Acuteonchroniccombinedsystolic,DX,09,42843,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Unspecifiedheartfailure,DX,09,4289,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Acuterespiratoryfailure,DX,09,51881,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Chronicrespiratoryfailure,DX,09,51883,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Acuteandchronicrespiratoryfail,DX,09,51884,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Otherspecifieddisordersofliver,DX,09,5738,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Nephroticsyndrome,DX,09,581,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Nephroticsyndromewithunspecifi,DX,09,5819,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Acutekidneyfailure,DX,09,584,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Acutekidneyfailurewithlesionof,DX,09,5845,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Acutekidneyfailurewithlesionof,DX,09,5846,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Acutekidneyfailurewithlesionof,DX,09,5847,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Acutekidneyfailurewithotherspe,DX,09,5848,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Acutekidneyfailureunspecified,DX,09,5849,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,ChronickidneydiseaseCKD,DX,09,585,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Chronickidneydiseaseunspecifie,DX,09,5859,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Unspecifiedrenalfailure,DX,09,586,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Nonspecificserologicevidenceof,DX,09,79571,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Asymptomatichumanimmunodeficie,DX,09,V08,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Renaldialysisstatus,DX,09,V4511,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Noncompliancewithrenaldialysis,DX,09,V4512,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Encounterfordialysisanddialysi,DX,09,V56,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,HumanimmunodeficiencyvirusHIVc,DX,09,V6544,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Lungtransplant,PX,09,335,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Combinedheartlungtransplantati,PX,09,336,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Hearttransplantation,PX,09,3751,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Bonemarrowtransplantnototherwi,PX,09,4100,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Autologousbonemarrowtransplant,PX,09,4101,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Allogeneicbonemarrowtransplant,PX,09,4102,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Allogeneicbonemarrowtransplant,PX,09,4103,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Autologoushematopoieticstemcel,PX,09,4104,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Allogeneichematopoieticstemcel,PX,09,4105,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Cordbloodstemcelltransplant,PX,09,4106,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Autologoushematopoieticstemcel,PX,09,4107,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Allogeneichematopoieticstemcel,PX,09,4108,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Autologousbonemarrowtransplant,PX,09,4109,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Livertransplant,PX,09,505,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Auxiliarylivertransplant,PX,09,5051,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Othertransplantofliver,PX,09,5059,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Pancreatictransplantnototherwi,PX,09,5280,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Transplantofpancreas,PX,09,528,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Reimplantationofpancreatictiss,PX,09,5281,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Homotransplantofpancreas,PX,09,5282,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Heterotransplantofpancreas,PX,09,5283,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Autotransplantationofcellsofis,PX,09,5284,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Allotransplantationofcellsofis,PX,09,5285,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Transplantationofcellsofislets,PX,09,5286,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Transplantofkidney,PX,09,556,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Renalautotransplantation,PX,09,5561,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Otherkidneytransplantation,PX,09,5569,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Severesepsis,DX,09,99592,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Complicationsoftransplantedkid,DX,09,99681,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Complicationsoftransplantedliv,DX,09,99682,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Complicationsoftransplantedhea,DX,09,99683,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Complicationsoftransplantedlun,DX,09,99684,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Complicationsofbonemarrowtrans,DX,09,99685,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Complicationsoftransplantedpan,DX,09,99686,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Lungtransplantsingle;withoutca,PX,C4,32851,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Lungtransplantsingle;withcardi,PX,C4,32852,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Lungtransplantdoublebilaterals,PX,C4,32853,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Lungtransplantdoublebilaterals,PX,C4,32854,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Heartlungtransplantwithrecipie,PX,C4,33935,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Hearttransplantwithorwithoutre,PX,C4,33945,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Donorenterectomyincludingcoldp,PX,C4,44133,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Intestinalallotransplantation;,PX,C4,44135,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Intestinalallotransplantation;,PX,C4,44136,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Removaloftransplantedintestina,PX,C4,44137,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Liverallotransplantation;ortho,PX,C4,47135,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Transplantationofpancreaticall,PX,C4,48554,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Renalallotransplantationimplan,PX,C4,50360,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Renalallotransplantationimplan,PX,C4,50365,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Renalautotransplantationreimpl,PX,C4,50380,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Kidneyreplacedbytransplant,DX,09,V420,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Heartreplacedbytransplant,DX,09,V421,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Lungreplacedbytransplant,DX,09,V426,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Liverreplacedbytransplant,DX,09,V427,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Bonemarrowreplacedbytransplant,DX,09,V4281,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Peripheralstemcellsreplacedbyt,DX,09,V4282,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,Pancreasreplacedbytransplant,DX,09,V4283,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,APIXABAN,RX,09,000030893,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,APIXABAN,RX,09,000030894,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,FONDAPARINUXSODIUM,RX,09,000073230,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,FONDAPARINUXSODIUM,RX,09,000073232,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,FONDAPARINUXSODIUM,RX,09,000073234,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,FONDAPARINUXSODIUM,RX,09,000073236,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,ARGATROBAN,RX,09,000074407,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,DALTEPARINSODIUMPORCINE,RX,09,000132406,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,DALTEPARINSODIUMPORCINE,RX,09,000132426,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,DALTEPARINSODIUMPORCINE,RX,09,000132436,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,DALTEPARINSODIUMPORCINE,RX,09,000135190,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,DALTEPARINSODIUMPORCINE,RX,09,000135191,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,WARFARINSODIUM,RX,09,000560168,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,WARFARINSODIUM,RX,09,000560169,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,WARFARINSODIUM,RX,09,000560170,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,WARFARINSODIUM,RX,09,000560172,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,WARFARINSODIUM,RX,09,000560173,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,WARFARINSODIUM,RX,09,000560174,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,WARFARINSODIUM,RX,09,000560176,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,WARFARINSODIUM,RX,09,000560188,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,WARFARINSODIUM,RX,09,000560189,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,HEPARINSODIUMPORCINEPF,RX,09,000690043,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,HEPARINSODIUMPORCINE,RX,09,000690058,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,HEPARINSODIUMPORCINE,RX,09,000690059,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,HEPARINSODIUMPORCINE,RX,09,000690062,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,HEPARINSODIUMPORCINE,RX,09,000690137,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,DALTEPARINSODIUMPORCINE,RX,09,000690195,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,DALTEPARINSODIUMPORCINE,RX,09,000690196,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,DALTEPARINSODIUMPORCINE,RX,09,000690206,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,DALTEPARINSODIUMPORCINE,RX,09,000690217,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,DALTEPARINSODIUMPORCINE,RX,09,000690220,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,DALTEPARINSODIUMPORCINE,RX,09,000690223,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,DALTEPARINSODIUMPORCINE,RX,09,000690228,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,DALTEPARINSODIUMPORCINE,RX,09,000690232,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,HEPARINSODIUMPORCINE,RX,09,000741151,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,HEPARINSODIUMPORCINE,RX,09,000743454,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,HEPARINSODIUMPORCINEDEXTROSE5I,RX,09,000747794,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,ENOXAPARINSODIUM,RX,09,000750620,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,ENOXAPARINSODIUM,RX,09,000750621,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,ENOXAPARINSODIUM,RX,09,000750622,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,ENOXAPARINSODIUM,RX,09,000750623,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,ENOXAPARINSODIUM,RX,09,000750624,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,ENOXAPARINSODIUM,RX,09,000750626,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,ENOXAPARINSODIUM,RX,09,000752912,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,ENOXAPARINSODIUM,RX,09,000752915,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,ENOXAPARINSODIUM,RX,09,000758013,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,ENOXAPARINSODIUM,RX,09,000758014,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,ENOXAPARINSODIUM,RX,09,000758016,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,ENOXAPARINSODIUM,RX,09,000758018,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,ENOXAPARINSODIUM,RX,09,000758020,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,ENOXAPARINSODIUM,RX,09,000758022,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,ENOXAPARINSODIUM,RX,09,000758025,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,ENOXAPARINSODIUM,RX,09,000758030,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,WARFARINSODIUM,RX,09,000931712,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,WARFARINSODIUM,RX,09,000931713,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,WARFARINSODIUM,RX,09,000931714,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,WARFARINSODIUM,RX,09,000931715,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,WARFARINSODIUM,RX,09,000931716,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,WARFARINSODIUM,RX,09,000931718,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,WARFARINSODIUM,RX,09,000931719,,0,-183,-1,1,exclusions,exclusions1,,
lybext_90,WARFARINSODIUM,RX,09,000931720,,0,-183,-1,1,exclusions,exclusions1,,
