n,concept_name,vocabulary_id
19,Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine,RxNorm
19,Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine,RxNorm
19,Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine,RxNorm
19,"L1 protein, Human papillomavirus type 16 Vaccine",RxNorm
19,palonosetron,RxNorm
19,Bethanechol,RxNorm
19,selenium sulfide,RxNorm
19,Plasmin,RxNorm
19,Azelate,RxNorm
19,Nalidixate,RxNorm
19,dihydroxyaluminum sodium carbonate,RxNorm
19,Mefenamate,RxNorm
19,Dacarbazine,RxNorm
19,Nadolol,RxNorm
19,Dandelion Extract,RxNorm
19,aliskiren,RxNorm
19,arsenic trioxide,RxNorm
19,temozolomide,RxNorm
19,alteplase,RxNorm
19,Echinacea angustifolia root extract,RxNorm
19,drospirenone,RxNorm
19,Risedronate,RxNorm
19,sitagliptin,RxNorm
19,ethynodiol,RxNorm
19,Clofibrate,RxNorm
19,Nafcillin,RxNorm
19,Paromomycin,RxNorm
19,Cephradine,RxNorm
19,Thyrotropin-Releasing Hormone,RxNorm
19,Mephenesin,RxNorm
19,nitroxoline,RxNorm
19,Benperidol,RxNorm
19,Benserazide,RxNorm
19,remifentanil,RxNorm
19,Vigabatrin,RxNorm
19,Nitroprusside,RxNorm
19,Methacholine,RxNorm
19,Dihydroergocryptine,RxNorm
19,Pentylenetetrazole,RxNorm
19,Acetone,RxNorm
19,Agar,RxNorm
19,Carbon Monoxide,RxNorm
19,chlorophyllin,RxNorm
19,chromous chloride,RxNorm
19,Deoxycholate,RxNorm
19,compound benzoin tincture (USP),RxNorm
19,phosphatidylserine,RxNorm
19,Gliclazide,RxNorm
19,ioversol,RxNorm
19,Sodium Nitrite,RxNorm
19,Lobeline,RxNorm
19,ferric sulfate,RxNorm
19,SIBERIAN GINSENG ROOT,RxNorm
19,Levobupivacaine,RxNorm
19,ubiquinol,RxNorm
19,allobarbital,RxNorm
19,reviparin,RxNorm
19,Rifamycins,RxNorm
19,RNA,RxNorm
19,bovine mesenchyme extract,RxNorm Extension
19,beeswax,RxNorm
19,dog hair extract,RxNorm
19,American cockroach allergenic extract,RxNorm
19,"Influenza Virus Vaccine, Inactivated A-California-07-2009 X-181 (H1N1) strain",RxNorm
19,Herbal,RxNorm Extension
19,Nitrofural,RxNorm Extension
19,enzacamene,RxNorm
19,Justicia adhatoda leaf extract,RxNorm
19,Oenanthe aquatica fruit extract,RxNorm
19,Naphthalene,RxNorm
19,Ruta graveolens flowering top extract,RxNorm
19,Palladium,RxNorm
19,Asarum europaeum extract,RxNorm
19,Carbo animalis preparation,RxNorm
19,Lemon Juice,RxNorm
19,Cadmium,RxNorm
19,pasireotide,RxNorm
19,palmitate,RxNorm
19,"3-BROMOCAMPHOR, (+-)-",RxNorm
19,dimethyl fumarate,RxNorm
19,"Influenza B virus vaccine, B-Brisbane-60-2008-like virus",RxNorm
19,Mint extract,RxNorm
19,Saccharum officinarum whole extract,RxNorm
19,Caladium Seguinum,RxNorm Extension
19,Iris Florentina,RxNorm Extension
19,Senecio Aureus,RxNorm Extension
19,barium citrate,RxNorm
19,Lysimachia nummularia extract,RxNorm
19,Helichrysum arenarium flower extract,RxNorm
19,influenza A virus (H3N2) antigen,RxNorm
18,"MEASLES VIRUS VACCINE,LIVE ATTENUATED",RxNorm
18,Methamphetamine,RxNorm
18,duloxetine,RxNorm
18,donepezil,RxNorm
18,tizanidine,RxNorm
18,monobenzone,RxNorm
18,aprepitant,RxNorm
18,sevelamer,RxNorm
18,dichlorodifluoromethane,RxNorm
18,pirbuterol,RxNorm
18,Oxymorphone,RxNorm
18,Melphalan,RxNorm
18,Betaxolol,RxNorm
18,Bleomycin,RxNorm
18,Busulfan,RxNorm
18,Topotecan,RxNorm
18,mercaptopurine,RxNorm
18,Etidronate,RxNorm
18,Desogestrel,RxNorm
18,Merbromin,RxNorm
18,ceftibuten,RxNorm
18,darunavir,RxNorm
18,deferasirox,RxNorm
18,gatifloxacin,RxNorm
18,borage oil,RxNorm
18,Molsidomine,RxNorm
18,Bencyclane,RxNorm
18,magnesium orotate,RxNorm
18,Thiophene,RxNorm
18,Bupranolol,RxNorm
18,bromopride,RxNorm
18,dihydroxybutyl ether,RxNorm
18,Diatrizoate,RxNorm
18,phenothrin,RxNorm
18,Clodronic Acid,RxNorm
18,piretanide,RxNorm
18,Chlormadinone,RxNorm
18,Paramethasone,RxNorm
18,promestriene,RxNorm
18,alverine,RxNorm
18,chloramine-T,RxNorm
18,Acetylcarnitine,RxNorm
18,bromperidol,RxNorm
18,tenoxicam,RxNorm
18,Purified Protein Derivative of Tuberculin,RxNorm
18,ARNICA FLOWERS EXTRACT,RxNorm
18,Karaya Gum,RxNorm
18,dextranomer,RxNorm
18,calcium glubionate,RxNorm
18,urapidil,RxNorm
18,Amino Acids,RxNorm
18,Muramidase,RxNorm
18,"rabies immune globulin, human",RxNorm
18,Sulfamoxole,RxNorm
18,tetanus toxin,RxNorm
18,cinis avenae extract,RxNorm Extension
18,English plantain pollen extract,RxNorm
18,box elder maple pollen extract,RxNorm
18,cat skin extract,RxNorm
18,giant ragweed pollen extract,RxNorm
18,influenza A-California-7-2009-(H1N1)v-like virus vaccine,RxNorm
18,wheat pollen extract,RxNorm
18,Melaleuca cajuputi leaf oil,RxNorm
18,"Influenza Virus Vaccine, Inactivated A-Victoria-210-2009 X-187 (H3N2) (A-Perth-16-2009) strain",RxNorm
18,tall oat grass pollen extract,RxNorm
18,Camphorsulfonic Acid,RxNorm Extension
18,Clinoptilolite,RxNorm Extension
18,P-Arsanilic Acid,RxNorm Extension
18,Oxalis Acetosella,RxNorm Extension
18,Laburnum anagyroides flowering top extract,RxNorm
18,"Influenza B virus vaccine, B-Wisconsin-1-2010-like virus",RxNorm
18,Artemisia cina flower extract,RxNorm
18,Chondrus crispus extract,RxNorm
18,Ferula sumbul root extract,RxNorm
18,Lytta vesicatoria preparation,RxNorm
18,Pelargonium sidoides root extract,RxNorm
18,Ruscus aculeatus root extract,RxNorm
18,Sedum acre extract,RxNorm
18,Dimethicone 350,RxNorm
18,Cerium,RxNorm
18,Clove preparation,RxNorm
18,stearate,RxNorm
18,vilanterol,RxNorm
18,Gnaphalium Polycephalum,RxNorm Extension
18,Erigeron Canadensis L.,RxNorm Extension
18,Platanus occidentalis whole extract,RxNorm
18,umeclidinium,RxNorm
18,Eichhornia crassipes whole extract,RxNorm
18,meningococcal group B vaccine,RxNorm
18,Spinacia oleracea root extract,RxNorm
18,Mercurialis annua flowering top extract,RxNorm
17,Mumps Vaccine,RxNorm
17,"Measles Virus Vaccine Live, Enders' attenuated Edmonston strain",RxNorm
17,Pemoline,RxNorm
17,Ethosuximide,RxNorm
17,Propofol,RxNorm
17,Tetrabenazine,RxNorm
17,Cysteamine,RxNorm
17,tolterodine,RxNorm
17,calcium polycarbophil,RxNorm
17,tazarotene,RxNorm
17,chloroxine,RxNorm
17,Diflorasone,RxNorm
17,levocetirizine,RxNorm
17,montelukast,RxNorm
17,dichloralphenazone,RxNorm
17,Midodrine,RxNorm
17,docetaxel,RxNorm
17,benazepril,RxNorm
17,candesartan,RxNorm
17,6-Aminocaproic Acid,RxNorm
17,Insulin Glargine,RxNorm
17,Vasopressin (USP),RxNorm
17,Corticotropin,RxNorm
17,Fluoxymesterone,RxNorm
17,Follicle Stimulating Hormone,RxNorm
17,Pentamidine,RxNorm
17,Flucytosine,RxNorm
17,Squalene,RxNorm
17,Methenolone,RxNorm
17,Cosyntropin,RxNorm
17,Tiapride,RxNorm
17,mebeverine,RxNorm
17,Uridine,RxNorm
17,ASPARAGINASE,RxNorm
17,Benzbromarone,RxNorm
17,Fluoride Ion,RxNorm
17,Poloxamer 188,RxNorm
17,Penicillamine,RxNorm
17,pridinol,RxNorm
17,pramiverine,RxNorm
17,TORMENTIL,RxNorm
17,Dexketoprofen,RxNorm
17,Anisotropine,RxNorm
17,flupirtine,RxNorm
17,Hexobarbital,RxNorm
17,Calcium Aspartate,RxNorm
17,Curcumin,RxNorm
17,metopimazine,RxNorm
17,17-alpha-Hydroxyprogesterone,RxNorm
17,Teicoplanin,RxNorm
17,myrtecaine,RxNorm
17,diperodon,RxNorm
17,Iopamidol,RxNorm
17,Buckthorn preparation,RxNorm
17,"BCG, Live, Tice Strain",RxNorm
17,Cephalothin,RxNorm
17,pipamperone,RxNorm
17,OAT BRAN,RxNorm
17,Aspergillus niger preparation,RxNorm
17,fusafungin,RxNorm
17,Clopamide,RxNorm
17,Skullcap preparation,RxNorm
17,Erythrosine,RxNorm
17,Hexobendine,RxNorm
17,Josamycin,RxNorm
17,gamma-Aminobutyrate,RxNorm
17,Perazine,RxNorm
17,Bifidobacterium Infantis,RxNorm
17,Chlorella minutissima extract,RxNorm
17,Tetanus immune globulin,RxNorm
17,copper (ii) -hydrogen-dl-aspartate,RxNorm Extension
17,bovine suprarenal gland extract,RxNorm Extension
17,Multivitamin preparation,RxNorm Extension
17,granite,RxNorm Extension
17,vegetable oil,RxNorm Extension
17,neisseria catarrhalis flava(perflava) lysate,RxNorm Extension
17,bryophyllum extract,RxNorm Extension
17,boswellia preparation,RxNorm
17,house dust extract,RxNorm
17,pecan pollen extract,RxNorm
17,dog skin extract,RxNorm
17,spinosad,RxNorm
17,fig allergenic extract,RxNorm
17,Penicillium roquefortii allergenic extract,RxNorm
17,cornstarch,RxNorm
17,dodecylbenzenesulfonic acid,RxNorm
17,Bifidobacterium longum,RxNorm
17,8-Hydroxyquinoline-5-Sulfonic Acid,RxNorm Extension
17,Chlorocarvacrol,RxNorm Extension
17,Amber,RxNorm
17,Aluminum,RxNorm
17,Beef kidney preparation,RxNorm
17,Coconut Oil,RxNorm
17,Mercuric chloride,RxNorm
17,"Insulin, Pork",RxNorm
17,Paullinia cupana seed extract,RxNorm
17,Selenium Dioxide,RxNorm
17,Solidago virgaurea flowering top extract,RxNorm
17,Sus scrofa cartilage preparation,RxNorm
17,barium chloride,RxNorm
17,hordeum vulgare root extract,RxNorm
17,manganese phosphate,RxNorm
17,Cypripedium parvifolum root extract,RxNorm
17,Rhus aromatica root bark extract,RxNorm
17,dodecyl sulfate,RxNorm
17,ferrous oxide,RxNorm
17,Streptococcus Viridans Group,RxNorm
17,Ilex paraguariensis whole extract,RxNorm
17,Boswellia sacra bark extract,RxNorm
17,Usnea barbata extract,RxNorm
17,Ladyslipper,RxNorm Extension
17,glycopyrronium,RxNorm
16,meningococcal group A polysaccharide,RxNorm
16,"L1 protein, Human papillomavirus type 18 Vaccine",RxNorm
16,Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine,RxNorm
16,Tubocurarine,RxNorm
16,Biperiden,RxNorm
16,Diethylpropion,RxNorm
16,Temazepam,RxNorm
16,mercuric oxide,RxNorm
16,naftifine,RxNorm
16,Solifenacin,RxNorm
16,terconazole,RxNorm
16,Carteolol,RxNorm
16,Nizatidine,RxNorm
16,dorzolamide,RxNorm
16,azatadine,RxNorm
16,rofecoxib,RxNorm
16,Red Clover Preparation,RxNorm
16,quinapril,RxNorm
16,Phenoxybenzamine,RxNorm
16,Apple Cider Vinegar,RxNorm
16,trandolapril,RxNorm
16,vinorelbine,RxNorm
16,Dexrazoxane,RxNorm
16,policosanol,RxNorm
16,Propylthiouracil,RxNorm
16,"Insulin, Regular, Pork",RxNorm
16,Luteinizing Hormone,RxNorm
16,Lovastatin,RxNorm
16,Chlorpropamide,RxNorm
16,raltegravir,RxNorm
16,Atazanavir,RxNorm
16,Atovaquone,RxNorm
16,Tolperisone,RxNorm
16,isoaminile,RxNorm
16,Triflupromazine,RxNorm
16,Cyclamate,RxNorm
16,arginine glutamate,RxNorm
16,glucomannan,RxNorm
16,bendamustine,RxNorm
16,bamifylline,RxNorm
16,oxolamine,RxNorm
16,pentifylline,RxNorm
16,Poloxamer,RxNorm
16,fominoben,RxNorm
16,Dydrogesterone,RxNorm
16,Erythrityl Tetranitrate,RxNorm
16,Calcium phosphate dibasic,RxNorm
16,Verbena extract,RxNorm
16,iopentol,RxNorm
16,Iohexol,RxNorm
16,trimethylphloroglucinol,RxNorm
16,Oxyfedrine,RxNorm
16,Proscillaridin,RxNorm
16,Rubella virus vaccine,RxNorm
16,Somatostatin,RxNorm
16,insulin degludec,RxNorm
16,tenofovir alafenamide,RxNorm
16,Camphene,RxNorm Extension
16,myocardium,RxNorm Extension
16,sodium (s) lactate,RxNorm Extension
16,Epoetin theta,RxNorm Extension
16,bovine larynx,RxNorm Extension
16,garlic onion extract,RxNorm Extension
16,rosae aetheroleum extract,RxNorm Extension
16,pertactin adsorbed,RxNorm Extension
16,Acacia pollen extract,RxNorm
16,American elm pollen extract,RxNorm
16,red maple pollen extract,RxNorm
16,redroot pigweed pollen extract,RxNorm
16,redtop grass pollen extract,RxNorm
16,white oak pollen extract,RxNorm
16,Arabica coffee bean allergenic extract,RxNorm
16,enrofloxacin,RxNorm
16,barley allergenic extract,RxNorm
16,"Influenza Virus Vaccine, Inactivated A-California-07-2009 X-179A (H1N1) strain",RxNorm
16,Streptococcus,RxNorm Extension
16,Tioxolone,RxNorm Extension
16,elvitegravir,RxNorm
16,Tellurium,RxNorm
16,ethyl isovalerate,RxNorm
16,thonzylamine,RxNorm
16,ELEUTHERO preparation,RxNorm
16,NIGELLA SATIVA SEED OIL,RxNorm
16,Asperula Odorata,RxNorm Extension
16,Vaccinium Myrtillus,RxNorm Extension
16,Lixisenatide,RxNorm
16,sofosbuvir,RxNorm
16,Laurus nobilis whole extract,RxNorm
16,Hydrangea arborescens whole extract,RxNorm
15,Thiothixene,RxNorm
15,Tranylcypromine,RxNorm
15,tiagabine,RxNorm
15,oxcarbazepine,RxNorm
15,olopatadine,RxNorm
15,Nitrofurazone,RxNorm
15,Diphenoxylate,RxNorm
15,torsemide,RxNorm
15,podofilox,RxNorm
15,Polythiazide,RxNorm
15,Flavoxate,RxNorm
15,nabumetone,RxNorm
15,GREEN TEA LEAF EXTRACT,RxNorm
15,darbepoetin alfa,RxNorm
15,Vincristine,RxNorm
15,Cyclandelate,RxNorm
15,telmisartan,RxNorm
15,eprosartan,RxNorm
15,Milrinone,RxNorm
15,Iron-Dextran Complex,RxNorm
15,trastuzumab,RxNorm
15,Cisplatin,RxNorm
15,KAVA ROOT,RxNorm
15,Echinacea purpurea root extract,RxNorm
15,Methimazole,RxNorm
15,Urofollitropin,RxNorm
15,zoledronic acid,RxNorm
15,colistimethate,RxNorm
15,loracarbef,RxNorm
15,valacyclovir,RxNorm
15,aminosalicylic acid,RxNorm
15,Carbenicillin,RxNorm
15,Cefotetan,RxNorm
15,Tolazoline,RxNorm
15,Methandrostenolone,RxNorm
15,lormetazepam,RxNorm
15,mucopolysaccharide polysulfate,RxNorm
15,Vecuronium,RxNorm
15,SODIUM LAURYL SULFOACETATE,RxNorm
15,Nefopam,RxNorm
15,Siberian ginseng preparation,RxNorm
15,tiratricol,RxNorm
15,Nitric Oxide,RxNorm
15,Dextromoramide,RxNorm
15,acexamic acid,RxNorm
15,Phenformin,RxNorm
15,bioallethrin,RxNorm
15,butamirate,RxNorm
15,teferrol,RxNorm
15,tetroxoprim,RxNorm
15,Olive Leaf Extract,RxNorm
15,Saw Palmetto Fruit Extract,RxNorm
15,Pyrogallol,RxNorm
15,idebenone,RxNorm
15,Adenine,RxNorm
15,"SULFUR,COLLOIDAL",RxNorm
15,dibrompropamidine,RxNorm
15,nicoboxil,RxNorm
15,Chlormethiazole,RxNorm
15,florfenicol,RxNorm
15,flunixin,RxNorm
15,EGG YOLK PHOSPHATIDES,RxNorm
15,Genistein,RxNorm
15,Gestodene,RxNorm
15,Penicillin,RxNorm
15,Cyanocobalamin Co57,RxNorm
15,Streptodornase,RxNorm
15,Sulfalene,RxNorm
15,Superoxide Dismutase,RxNorm
15,graphites,RxNorm Extension
15,Alimemazine,RxNorm Extension
15,olaflur,RxNorm Extension
15,Candida albicans extract,RxNorm
15,white poplar pollen extract,RxNorm
15,pneumococcal capsular polysaccharide type 1 vaccine,RxNorm
15,pneumococcal capsular polysaccharide type 6B vaccine,RxNorm
15,saxagliptin,RxNorm
15,cotton allergenic extract,RxNorm
15,cherry allergenic extract,RxNorm
15,Rilpivirine,RxNorm
15,"3,4,5,6-Tetrabromo-O-Cresol",RxNorm Extension
15,Delphinium Consolida,RxNorm Extension
15,Espeletia,RxNorm Extension
15,Halquinols,RxNorm Extension
15,Peat,RxNorm Extension
15,icosapent ethyl,RxNorm
15,Glycyrrhetinic acid,RxNorm
15,Mephitis mephitis anal gland fluid preparation,RxNorm
15,Medicago sativa leaf extract,RxNorm
15,Jateorhiza calumba root extract,RxNorm
15,Iridium,RxNorm
15,Urtica dioica leaf extract,RxNorm
15,Sus scrofa parathyroid gland preparation,RxNorm
15,Gratiola officinalis extract,RxNorm
15,Eschscholzia californica extract,RxNorm
15,Arbutin,RxNorm
15,Parathyroid Hormone,RxNorm
15,Berberis Aquifolium,RxNorm Extension
15,MELALEUCA ALTERNIFOLIA WHOLE EXTRACT,RxNorm
15,Kalanchoe daigremontiana leaf extract,RxNorm
15,coagulation factor IX recombinant immunoglobulin G1 fusion protein,RxNorm
15,sweet marjoram extract,RxNorm
15,Anethum graveolens whole extract,RxNorm
15,Jerusalem artichoke extract,RxNorm
14,Neisseria meningitidis serogroup W-135 capsular polysaccharide diphtheria toxoid protein conjugate vaccine,RxNorm
14,dexmethylphenidate,RxNorm
14,Procyclidine,RxNorm
14,lithium citrate,RxNorm
14,Mazindol,RxNorm
14,Dolasetron,RxNorm
14,bimatoprost,RxNorm
14,Levobunolol,RxNorm
14,COLLAGENASE,RxNorm
14,Ethacrynate,RxNorm
14,lanthanum carbonate,RxNorm
14,Aurothiomalate,RxNorm
14,alpha 1-Antitrypsin,RxNorm
14,feverfew extract,RxNorm
14,Daunorubicin,RxNorm
14,Horse Chestnut Preparation,RxNorm
14,GARLIC POWDER,RxNorm
14,Nisoldipine,RxNorm
14,calcium hydroxide,RxNorm
14,Iloprost,RxNorm
14,Hydroflumethiazide,RxNorm
14,hydroxyurea,RxNorm
14,Paclitaxel,RxNorm
14,Ferrous Asparto Glycinate,RxNorm
14,FERROUS ASPARTATE,RxNorm
14,Chaste tree preparation,RxNorm
14,Nafarelin,RxNorm
14,paricalcitol,RxNorm
14,Glucagon,RxNorm
14,Spectinomycin,RxNorm
14,valganciclovir,RxNorm
14,Deferoxamine,RxNorm
14,Foscarnet,RxNorm
14,fosamprenavir,RxNorm
14,Cefoxitin,RxNorm
14,Diloxanide,RxNorm
14,iopromide,RxNorm
14,Triacetin,RxNorm
14,Tromethamine,RxNorm
14,rufinamide,RxNorm
14,lenograstim,RxNorm
14,Xipamide,RxNorm
14,deferiprone,RxNorm
14,Tenofovir,RxNorm
14,Mycophenolic Acid,RxNorm
14,D-BIOTIN,RxNorm
14,Benactyzine,RxNorm
14,benorilate,RxNorm
14,omoconazole,RxNorm
14,tirofiban,RxNorm
14,Nimorazole,RxNorm
14,Sapropterin,RxNorm
14,Poloxamer 407,RxNorm
14,Potassium Hydroxide,RxNorm
14,asiaticoside,RxNorm
14,sodium perborate,RxNorm
14,vanadyl sulfate,RxNorm
14,zopiclone,RxNorm
14,cyamemazine,RxNorm
14,Proflavine,RxNorm
14,dienogest,RxNorm
14,CLORAZEPIC ACID,RxNorm
14,Tegafur,RxNorm
14,Gamboge,RxNorm
14,ethanolamine,RxNorm
14,Digitalis preparation,RxNorm
14,Dexmedetomidine,RxNorm
14,fluocortin butyl ester,RxNorm
14,Rhus toxicodendron extract,RxNorm
14,lactitol,RxNorm
14,Idarubicin,RxNorm
14,tixocortol,RxNorm
14,cyclonium,RxNorm
14,Acidulated Phosphate Fluoride,RxNorm
14,fenproporex,RxNorm
14,Ginkgo Biloba Leaf Extract,RxNorm
14,Tenecteplase,RxNorm
14,Almitrine,RxNorm
14,risedronic acid,RxNorm
14,Ispaghula extract,RxNorm
14,Prothionamide,RxNorm
14,polyurethane-34 (40 MPA),RxNorm
14,Brivaracetam,RxNorm
14,bovine tendum extract,RxNorm Extension
14,"Influenza Virus Fragmented, Inactivated, Strain B / Phuket / 3073/2013",RxNorm Extension
14,bovine recurrent laryngeal nerve extract,RxNorm Extension
14,Hydroxyethyl salicylate,RxNorm Extension
14,Chloride,RxNorm Extension
14,bovine periosteum extract,RxNorm Extension
14,bovine fetus skin extract,RxNorm Extension
14,bituminosulfonate sodium,RxNorm Extension
14,octenidine dihydrochloride,RxNorm Extension
14,brassica nigra extract,RxNorm Extension
14,bovine vagus extract,RxNorm Extension
14,bovine superior laryngeal nerve extract,RxNorm Extension
14,german-ryegrass pollen allergoid,RxNorm Extension
14,Diphencyprone,RxNorm Extension
14,bovine lung extract,RxNorm Extension
14,dectaflur,RxNorm Extension
14,burweed marshelder pollen extract,RxNorm
14,eastern cottonwood pollen extract,RxNorm
14,horse skin extract,RxNorm
14,privet pollen extract,RxNorm
14,white ash pollen extract,RxNorm
14,sheep sorrel pollen extract,RxNorm
14,rough marshelder pollen extract,RxNorm
14,firocoxib,RxNorm
14,egg white (chicken) allergenic extract,RxNorm
14,German cockroach allergenic extract,RxNorm
14,Disiloxane,RxNorm Extension
14,Formosulfathiazole,RxNorm Extension
14,Nadide,RxNorm Extension
14,Silicone Oil,RxNorm Extension
14,Xantofyl,RxNorm Extension
14,ivacaftor,RxNorm
14,sodium sulfide,RxNorm
14,bald-faced hornet venom protein,RxNorm
14,yellow hornet venom protein,RxNorm
14,Agathosma betulina leaf extract,RxNorm
14,Copaifera officinalis Resin,RxNorm
14,Chlorine,RxNorm
14,Lepidium meyenii root extract,RxNorm
14,Pseudomonas aeruginosa,RxNorm
14,Ptelea trifoliata bark extract,RxNorm
14,"milk fat, cow",RxNorm
14,cupric carbonate basic,RxNorm
14,Mycobacterium bovis,RxNorm
14,Aspergillus flavus var. oryzae,RxNorm
14,"influenza B virus antigen, Hong Kong 330-2001",RxNorm
14,AMNIOTIC FLUID (BOVINE),RxNorm
14,quince extract,RxNorm
14,Bordetella Pertussis Filamentous Haemagglutinin Antigen,RxNorm Extension
14,dolutegravir,RxNorm
14,Aspidium,RxNorm Extension
14,Bovista,RxNorm Extension
14,Lapis Albus,RxNorm Extension
14,Vitamin B2 (Yeast),RxNorm Extension
14,Pteridium aquilinum whole extract,RxNorm
14,Bambusa bambos whole extract,RxNorm
14,STRAWBERRY JUICE,RxNorm
14,dapagliflozin,RxNorm
14,empagliflozin,RxNorm
14,Trigonella foenum-graecum whole extract,RxNorm
14,"Influenza A virus vaccine, A-Texas-50-2012 (H3N2)-like virus",RxNorm
14,Bifidobacterium animalis,RxNorm
14,Tamarind extract,RxNorm
13,MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y,RxNorm
13,"Influenza Virus Vaccine, Live Attenuated, A-Uruguay -716-2007 (H3N2) (A-Brisbane-10-2007-like) strain",RxNorm
13,"Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain",RxNorm
13,cytomegalovirus immune globulin,RxNorm
13,Measles Vaccine,RxNorm
13,Mesoridazine,RxNorm
13,Disulfiram,RxNorm
13,Fluvoxamine,RxNorm
13,entacapone,RxNorm
13,ertugliflozin,RxNorm
13,Tacrine,RxNorm
13,epinastine,RxNorm
13,imiquimod,RxNorm
13,Dipivefrin,RxNorm
13,Thiethylperazine,RxNorm
13,abatacept,RxNorm
13,Etodolac,RxNorm
13,pemetrexed,RxNorm
13,Mitoxantrone,RxNorm
13,Aldesleukin,RxNorm
13,rituximab,RxNorm
13,nebivolol,RxNorm
13,Amyl Nitrite,RxNorm
13,Carboplatin,RxNorm
13,Amifostine,RxNorm
13,Fosinopril,RxNorm
13,S-Adenosylmethionine,RxNorm
13,deserpidine,RxNorm
13,phytosterol esters,RxNorm
13,estropipate,RxNorm
13,Lutropin alfa,RxNorm
13,Ritodrine,RxNorm
13,nitisinone,RxNorm
13,Nelfinavir,RxNorm
13,Primaquine,RxNorm
13,Ceftizoxime,RxNorm
13,Thyroglobulin,RxNorm
13,tropisetron,RxNorm
13,Methacycline,RxNorm
13,Methapyrilene,RxNorm
13,Anthraquinone glycoside,RxNorm
13,Magnesium malate,RxNorm
13,Troleandomycin,RxNorm
13,yellow jacket venom protein,RxNorm
13,Moxisylyte,RxNorm
13,Mianserin,RxNorm
13,Vinblastine,RxNorm
13,Cerium oxalate,RxNorm
13,"Insulin, Regular, Beef",RxNorm
13,Cisatracurium,RxNorm
13,Acepromazine,RxNorm
13,racecadotril,RxNorm
13,oxitropium,RxNorm
13,adiphenine,RxNorm
13,pipazethate,RxNorm
13,piroctone olamine,RxNorm
13,octanoic acid,RxNorm
13,polynoxylin,RxNorm
13,Procaterol,RxNorm
13,acemetacin,RxNorm
13,cetyl alcohol,RxNorm
13,Sirolimus,RxNorm
13,benzthiazide,RxNorm
13,bismuth carbonate,RxNorm
13,brovanexine,RxNorm
13,zipeprol,RxNorm
13,Pirenzepine,RxNorm
13,Ethamsylate,RxNorm
13,Cilazapril,RxNorm
13,clebopride,RxNorm
13,Chenodeoxycholate,RxNorm
13,Felypressin,RxNorm
13,Protamines,RxNorm
13,Black currant preparation,RxNorm
13,biclotymol,RxNorm
13,DI-ISOPROPYLAMMONIUM,RxNorm
13,SULFATED MUCOPOLYSACCHARIDES,RxNorm
13,Calcium gluceptate,RxNorm
13,Chloroacetate,RxNorm
13,Halibut liver oil,RxNorm
13,edoxudine,RxNorm
13,CHROMIUM ASPARTATE,RxNorm
13,Iotrolan,RxNorm
13,Cefamandole,RxNorm
13,Creatine,RxNorm
13,Sodium polystyrene sulfonate,RxNorm
13,orgotein,RxNorm
13,Cephapirin,RxNorm
13,prifinium,RxNorm
13,aminohydroxybutyric acid,RxNorm
13,Lofepramine,RxNorm
13,Medigoxin,RxNorm
13,bismuth aluminate,RxNorm
13,Calcium polystyrene sulfonate product,RxNorm
13,Haemophilus influenzae type b,RxNorm
13,pipothiazine,RxNorm
13,factor IX complex,RxNorm
13,Linum catharticum extract,RxNorm
13,L-Arginine L-aspartate,RxNorm Extension
13,hexachloroplatinic acid,RxNorm Extension
13,urginea maritima var. rubra ferm extract,RxNorm Extension
13,bovine uterus extract,RxNorm Extension
13,Iomeprol,RxNorm Extension
13,Sterculia Gum,RxNorm Extension
13,levico,RxNorm Extension
13,bibrocathol,RxNorm Extension
13,sweet vernal grass pollen allergoid,RxNorm Extension
13,Bahia grass pollen extract,RxNorm
13,hard maple pollen extract,RxNorm
13,western ragweed pollen extract,RxNorm
13,pneumococcal capsular polysaccharide type 14 vaccine,RxNorm
13,pneumococcal capsular polysaccharide type 18C vaccine,RxNorm
13,pneumococcal capsular polysaccharide type 19F vaccine,RxNorm
13,pneumococcal capsular polysaccharide type 23F vaccine,RxNorm
13,pneumococcal capsular polysaccharide type 4 vaccine,RxNorm
13,pneumococcal capsular polysaccharide type 9V vaccine,RxNorm
13,"Influenza Virus Vaccine, Live Attenuated, B-Brisbane-60-2008 strain",RxNorm
13,Agkistrodon piscivorus antivenin,RxNorm
13,Baker's yeast allergenic extract,RxNorm
13,horse hair extract,RxNorm
13,liraglutide,RxNorm
13,oat allergenic extract,RxNorm
13,turnip allergenic extract,RxNorm
13,belimumab,RxNorm
13,Bornene,RxNorm Extension
13,Chelidonine,RxNorm Extension
13,Clorofene,RxNorm Extension
13,Fraxinus Ornus,RxNorm Extension
13,Rhodiola Rosea,RxNorm Extension
13,eastern yellow jacket venom protein,RxNorm
13,Arum maculatum root extract,RxNorm
13,Aristolochia clematitis root extract,RxNorm
13,Borago officinalis Flower extract,RxNorm
13,Dactylis glomerata top extract,RxNorm
